#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AF104F
#Date Time: 2020-09-14 13:32:03.453
#Sample rate: 1654.94Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: -1.5 V Attenuation: 1 X
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 2 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-1.0356845,1.997931015301136,0.003612214751549884
-1.03508025,1.997931015301136,0.002595949702807188
-1.034476,1.997931015301136,0.004289724784045434
-1.03387175,1.997931015301136,0.004289724784045434
-1.0332675,1.997931015301136,0.002934704719054881
-1.03266325,1.997931015301136,0.001918439670312031
-1.032059,1.997931015301136,0.0002246645890735532
-1.03145475,1.997931015301136,-0.000791600459669306
-1.0308505,1.997931015301136,-0.00146911049216454
-1.03024625,1.997931015301136,-0.00316288557340294
-1.029642,1.997931015301136,-0.005195415670888881
-1.02903775,1.997931015301136,-0.00621168071963174
-1.0284335,1.997931015301136,-0.007227945768374822
-1.02782925,1.997931015301136,-0.006889190752127128
-1.027225,1.997931015301136,-0.008244210817117681
-1.02662075,1.997931015301136,-0.007227945768374822
-1.0260165,1.997931015301136,-0.009260475865860762
-1.02541225,1.997931015301136,-0.008582965833365375
-1.024808,1.997931015301136,-0.007227945768374822
-1.02420375,1.997931015301136,-0.00621168071963174
-1.0235995,1.997931015301136,-0.004856660654641187
-1.02299525,1.997931015301136,-0.003840395605898328
-1.022391,1.997931015301136,-0.002824130557155247
-1.02178675,1.997931015301136,-0.000791600459669306
-1.0211825,1.997931015301136,-0.0001140904271741405
-1.02057825,1.997931015301136,0.002257194686559494
-1.019974,1.997931015301136,0.002595949702807188
-1.01936975,1.997931015301136,0.002595949702807188
-1.0187655,1.997931015301136,0.003612214751550269
-1.01816125,1.997931015301136,0.002934704719054881
-1.017557,1.997931015301136,0.004967234816540822
-1.01695275,1.997931015301136,0.002934704719054881
-1.0163485,1.997931015301136,0.002934704719054881
-1.01574425,1.997931015301136,0.001240929637816635
-1.01514,1.997931015301136,-0.0004528454434216123
-1.01453575,1.997931015301136,-0.001130355475917
-1.0139315,1.997931015301136,-0.001807865508412387
-1.01332725,1.997931015301136,-0.004517905638393493
-1.012723,1.997931015301136,-0.005195415670888881
-1.01211875,1.997931015301136,-0.006889190752127128
-1.0115145,1.997931015301136,-0.006889190752127128
-1.01091025,1.997931015301136,-0.007227945768374822
-1.010306,1.997931015301136,-0.008244210817117681
-1.00970175,1.997931015301136,-0.007905455800870209
-1.0090975,1.997931015301136,-0.009599230882108456
-1.00849325,1.997931015301136,-0.007227945768374822
-1.007889,1.997931015301136,-0.007566700784622515
-1.00728475,1.997931015301136,-0.005534170687136575
-1.0066805,1.997931015301136,-0.003840395605898328
-1.00607625,1.997931015301136,-0.003501640589650634
-1.005472,1.997931015301136,-0.002824130557155247
-1.00486775,1.997931015301136,0.000563419605321247
-1.0042635,1.997931015301136,0.000563419605321247
-1.00365925,1.997931015301136,0.002595949702807188
-1.003055,1.997931015301136,0.001579684654064328
-1.00245075,1.997931015301136,0.003612214751550269
-1.0018465,1.997931015301136,0.003273459735302575
-1.00124225,1.997931015301136,0.003273459735302575
-1.000638,1.997931015301136,0.004289724784045434
-1.00003375,1.997931015301136,0.002934704719054881
-0.9994295,1.997931015301136,0.002257194686559494
-0.9988252500000001,1.997931015301136,0.0002246645890735532
-0.998221,1.997931015301136,-0.000791600459669306
-0.9976167499999999,1.997931015301136,-0.001469110492164694
-0.9970125000000001,1.997931015301136,-0.002824130557155247
-0.99640825,1.997931015301136,-0.005195415670888881
-0.9958040000000001,1.997931015301136,-0.005534170687136575
-0.99519975,1.997931015301136,-0.007566700784622515
-0.9945955,1.997931015301136,-0.006550435735879434
-0.9939912500000001,1.997931015301136,-0.008244210817117681
-0.993387,1.997931015301136,-0.007905455800870209
-0.9927827499999999,1.997931015301136,-0.008244210817117681
-0.9921785000000001,1.997931015301136,-0.008921720849613068
-0.99157425,1.997931015301136,-0.007566700784622515
-0.9909700000000001,1.997931015301136,-0.00621168071963174
-0.99036575,1.997931015301136,-0.004856660654641187
-0.9897615,1.997931015301136,-0.003840395605898328
-0.9891572500000001,1.997931015301136,-0.003501640589650634
-0.988553,1.997931015301136,-0.000791600459669306
-0.9879487500000002,1.997931015301136,0.0002246645890735532
-0.9873445000000001,1.997931015301136,0.001240929637816635
-0.98674025,1.997931015301136,0.002595949702807188
-0.9861360000000001,1.997931015301136,0.002257194686559494
-0.98553175,1.997931015301136,0.003612214751550269
-0.9849275,1.997931015301136,0.002595949702807188
-0.9843232500000001,1.997931015301136,0.004628479800293128
-0.983719,1.997931015301136,0.003612214751550269
-0.9831147500000001,1.997931015301136,0.002595949702807188
-0.9825105000000001,1.997931015301136,0.001579684654064328
-0.98190625,1.997931015301136,0.0002246645890735532
-0.9813020000000001,1.997931015301136,-0.001130355475917
-0.98069775,1.997931015301136,-0.001807865508412387
-0.9800935,1.997931015301136,-0.0041791506221458
-0.9794892500000001,1.997931015301136,-0.005195415670888881
-0.978885,1.997931015301136,-0.006550435735879434
-0.9782807500000001,1.997931015301136,-0.006889190752127128
-0.9776765000000001,1.997931015301136,-0.007227945768374822
-0.97707225,1.997931015301136,-0.008244210817117681
-0.9764680000000001,1.997931015301136,-0.007227945768374822
-0.97586375,1.997931015301136,-0.009599230882108456
-0.9752594999999999,1.997931015301136,-0.007905455800870209
-0.9746552500000001,1.997931015301136,-0.007227945768374822
-0.974051,1.997931015301136,-0.005872925703384269
-0.9734467500000001,1.997931015301136,-0.004517905638393493
-0.9728425000000001,1.997931015301136,-0.003501640589650634
-0.97223825,1.997931015301136,-0.002824130557155247
-0.9716340000000001,1.997931015301136,-0.0001140904271741405
-0.97102975,1.997931015301136,0.0002246645890735532
